id_driver,active_date,offers,bookings,bookings_cancelled_by_passenger,bookings_cancelled_by_driver,rides
16688685,2020-01-21,8,5,0,0,5
16688685,2020-01-28,7,6,0,0,6
16688685,2020-02-11,8,7,0,0,7
16688685,2020-02-21,5,4,0,0,4
16688698,2020-03-13,5,2,0,0,2
16688709,2020-02-15,2,1,0,0,1
16688830,2020-01-22,2,1,0,0,1
16688830,2020-02-17,3,2,0,0,2
16688879,2020-01-10,3,1,0,0,1
16688879,2020-02-08,3,3,0,0,3
16688879,2020-06-14,3,3,0,0,3
16689064,2020-01-02,29,5,1,1,3
16689064,2020-01-08,20,9,1,0,8
16689064,2020-02-06,34,6,1,1,4
16689064,2020-05-12,4,1,0,0,1
16689090,2020-03-15,1,1,0,0,1
16689255,2020-01-30,27,7,2,0,5
16689255,2020-02-01,36,13,2,0,11
16689255,2020-02-29,28,15,0,0,15
16689255,2020-04-13,10,6,1,0,5
16689302,2020-01-07,13,4,1,0,3
16689302,2020-01-30,32,15,1,2,12
16689302,2020-02-09,15,8,1,0,7
16689302,2020-02-11,38,13,1,1,11
16689302,2020-02-21,22,9,1,0,8
16689302,2020-02-28,44,11,1,0,10
16689302,2020-03-09,21,7,1,0,6
16689460,2020-01-12,104,7,2,1,4
16689460,2020-02-13,19,8,0,1,7
16689460,2020-05-15,1,1,0,0,1
16689663,2020-01-06,1,1,0,0,1
16689663,2020-01-25,4,1,0,0,1
16689663,2020-01-28,8,4,0,0,4
16689663,2020-02-15,6,1,0,0,1
16689663,2020-02-23,9,4,0,0,4
16689663,2020-03-02,5,3,0,0,3
16690314,2020-01-14,3,1,0,0,1
16690314,2020-04-02,3,1,0,1,0
16690314,2020-06-23,2,1,0,0,1
16696054,2020-02-18,5,3,0,0,3
16696054,2020-03-12,2,2,0,0,2
16696133,2020-01-16,8,5,0,0,5
16696133,2020-02-14,26,8,0,1,7
16696133,2020-02-24,9,2,1,0,1
16696133,2020-02-28,15,2,1,0,1
16696133,2020-03-08,12,1,0,0,1
16696133,2020-03-10,3,2,0,0,2
16696292,2020-01-06,21,9,3,4,2
16696292,2020-01-13,16,10,4,0,6
16696292,2020-02-26,20,8,0,0,8
16696292,2020-03-12,11,5,1,0,4
16696292,2020-04-15,7,5,0,0,5
16696373,2020-02-17,15,3,0,0,3
16696373,2020-06-15,3,3,0,0,3
16696442,2020-01-09,5,2,0,0,2
16696442,2020-01-21,18,3,0,1,2
16696442,2020-02-21,15,5,0,0,5
16696442,2020-03-11,13,3,2,0,1
16696442,2020-04-23,4,2,0,1,1
16696442,2020-06-13,11,3,1,1,1
16696442,2020-06-23,4,4,0,0,4
16696457,2020-02-11,10,4,0,1,3
16696457,2020-02-20,14,5,1,0,4
16696457,2020-06-23,6,3,1,0,2
16696506,2020-01-07,16,4,0,0,4
16696506,2020-01-11,20,2,1,0,1
16696683,2020-01-22,102,1,0,0,1
16696683,2020-01-26,45,11,1,0,10
16696683,2020-02-02,40,9,0,0,9
16696683,2020-03-09,2,2,0,0,2
16696782,2020-01-22,2,1,0,0,1
16696782,2020-06-19,2,1,1,0,0
16697973,2020-01-17,6,3,1,1,1
16697973,2020-02-12,4,1,0,1,0
16698104,2020-01-12,38,4,0,0,4
16698104,2020-01-30,36,4,0,0,4
16698104,2020-06-14,2,1,0,0,1
16698104,2020-06-29,1,1,0,0,1
16698223,2020-01-06,10,3,0,0,3
16698223,2020-01-26,11,5,1,1,3
16698223,2020-01-31,8,6,0,0,6
16698223,2020-02-15,10,6,0,0,6
16698223,2020-02-23,12,5,1,0,4
16698223,2020-02-29,35,10,2,0,8
16698223,2020-03-05,9,5,0,0,5
16698258,2020-03-10,9,7,0,0,7
16698258,2020-03-17,2,2,1,0,1
16698258,2020-03-29,5,4,0,0,4
16698459,2020-01-12,114,9,1,1,7
16698459,2020-01-16,42,8,1,1,6
16698459,2020-01-17,97,12,2,3,7
16698459,2020-02-09,13,4,0,0,4
16698459,2020-06-04,2,1,0,0,1
16698459,2020-06-19,14,3,0,0,3
16698464,2020-01-27,13,1,0,0,1
16698464,2020-04-08,7,2,0,0,2
16698464,2020-04-20,5,2,0,0,2
16698464,2020-06-16,1,1,1,0,0
16698655,2020-01-29,7,3,0,0,3
16698655,2020-05-26,2,2,0,0,2
16698684,2020-02-02,4,4,2,0,2
16698684,2020-02-06,16,3,1,1,1
16698684,2020-03-01,1,1,0,0,1
16698684,2020-05-28,5,2,0,0,2
16698684,2020-06-12,6,4,0,0,4
16698684,2020-06-24,1,1,0,0,1
16698985,2020-01-26,2,2,0,0,2
16698985,2020-02-04,7,4,0,0,4
16699031,2020-01-12,2,2,0,0,2
16699031,2020-01-22,1,1,0,0,1
16699031,2020-02-11,2,1,0,0,1
16699031,2020-02-28,4,1,0,0,1
16699031,2020-03-08,5,2,0,0,2
16699045,2020-01-04,6,3,1,0,2
16699045,2020-02-10,6,4,0,0,4
16699045,2020-02-29,4,2,0,0,2
16699045,2020-03-12,1,1,0,0,1
16699045,2020-03-20,1,1,0,0,1
16699045,2020-06-29,3,1,0,0,1
16699250,2020-01-11,3,4,1,0,3
16699250,2020-01-23,3,2,0,0,2
16699250,2020-02-06,2,3,0,0,3
16699250,2020-02-19,2,1,0,0,1
16699431,2020-01-03,2,1,0,0,1
16699431,2020-01-13,3,1,0,0,1
16699431,2020-01-24,18,6,0,0,6
16699431,2020-02-05,3,2,0,0,2
16699431,2020-02-07,4,1,0,0,1
16699431,2020-04-20,1,1,0,0,1
16699495,2020-01-09,6,3,1,0,2
16699868,2020-02-17,39,7,2,1,4
16699868,2020-05-20,10,4,1,1,2
16699868,2020-05-28,17,3,1,2,0
16699868,2020-06-10,10,2,0,0,2
16699868,2020-06-20,9,3,0,1,2
16700051,2020-01-04,20,8,0,0,8
16700051,2020-01-10,6,4,0,0,4
16700051,2020-01-21,25,6,1,0,5
16700051,2020-02-13,3,2,0,0,2
16700051,2020-02-16,70,2,0,0,2
16700051,2020-04-18,3,3,0,0,3
16700051,2020-06-13,5,5,0,1,4
16700130,2020-05-01,3,1,0,0,1
16700130,2020-05-23,5,4,0,0,4
16700130,2020-06-05,13,9,0,1,8
16700130,2020-06-15,4,3,0,0,3
16700393,2020-02-01,17,10,0,3,7
16700393,2020-05-27,1,1,0,0,1
16700517,2020-01-15,15,7,1,1,5
16700517,2020-01-16,22,8,0,0,8
16700539,2020-05-07,1,1,0,0,1
16700539,2020-05-25,2,1,0,0,1
16700698,2020-01-02,8,3,0,0,3
16700698,2020-02-29,24,11,1,0,10
16700698,2020-05-19,5,2,0,0,2
16700698,2020-06-03,7,6,0,0,6
16705927,2020-01-12,6,3,0,1,2
16705927,2020-01-29,24,8,1,1,6
16705927,2020-02-12,36,2,0,1,1
16705927,2020-03-04,24,8,2,0,6
16705927,2020-06-24,4,3,0,0,3
16706194,2020-02-29,41,2,0,0,2
16706545,2020-01-11,12,2,0,0,2
16706545,2020-01-16,11,2,0,0,2
16706545,2020-01-17,13,3,0,0,3
16706545,2020-03-04,4,1,0,0,1
16706545,2020-06-11,6,4,0,1,3
16706545,2020-06-13,5,2,0,0,2
16706617,2020-01-03,12,2,0,0,2
16706617,2020-01-08,6,7,0,0,7
16706617,2020-01-17,13,6,1,0,5
16706617,2020-02-06,14,1,0,0,1
16706617,2020-02-23,15,5,2,1,2
16706708,2020-01-03,5,3,1,1,1
16706708,2020-06-24,1,1,0,0,1
16706824,2020-02-22,2,2,0,0,2
16706824,2020-06-09,1,1,0,0,1
16706863,2020-01-11,21,12,1,0,10
16706863,2020-02-19,22,8,1,0,7
16706863,2020-02-23,5,3,0,0,3
16706863,2020-03-01,60,7,0,1,6
16706863,2020-03-04,12,6,0,0,6
16706863,2020-06-12,20,7,1,1,5
16706924,2020-01-03,4,3,0,0,3
16706924,2020-01-04,7,4,0,0,4
16706924,2020-02-19,6,5,0,0,5
16706924,2020-03-11,3,2,0,0,2
16706924,2020-04-30,4,2,0,0,2
16706924,2020-05-10,1,1,0,0,1
16706924,2020-05-31,2,4,1,0,3
16706934,2020-02-23,1,1,0,0,1
16707422,2020-01-05,47,4,0,1,3
16707422,2020-01-28,37,4,0,0,4
16707422,2020-02-05,29,6,1,0,5
16707422,2020-02-12,27,14,1,0,13
16707422,2020-04-11,5,1,0,1,0
16707422,2020-06-01,17,5,0,0,5
16707568,2020-01-31,62,6,1,1,4
16707568,2020-02-07,27,3,0,0,3
16707568,2020-02-12,34,5,1,1,3
16707568,2020-03-04,24,6,0,0,6
16708386,2020-01-09,6,3,0,0,3
16708386,2020-01-14,3,2,0,0,2
16708386,2020-02-21,19,5,2,0,3
16708386,2020-03-08,48,19,3,2,14
16708386,2020-03-19,8,3,1,0,2
16708386,2020-05-24,11,5,1,1,3
16708522,2020-01-02,9,3,0,0,3
16708522,2020-02-16,31,6,0,1,5
16708522,2020-02-18,17,4,1,0,3
16708522,2020-04-30,2,2,0,0,2
16708524,2020-01-15,6,1,0,0,1
16708524,2020-02-23,15,2,0,0,2
16708524,2020-03-01,8,2,2,0,0
16708524,2020-03-28,18,1,0,0,1
16708524,2020-06-12,22,2,0,0,2
16708596,2020-06-29,14,2,1,1,0
16708635,2020-03-06,6,5,1,0,4
16708772,2020-01-06,3,2,0,0,2
16708772,2020-01-10,11,10,0,0,10
16708772,2020-02-28,10,10,2,0,8
16708772,2020-03-20,1,1,0,0,1
16708772,2020-03-21,1,1,0,0,1
16708772,2020-04-09,5,4,1,0,3
16708772,2020-04-11,1,1,0,0,1
16708772,2020-05-09,3,2,0,0,2
16708772,2020-06-16,3,3,0,0,3
16708896,2020-01-01,33,2,0,2,0
16708896,2020-01-23,25,2,0,0,2
16708896,2020-05-22,7,4,0,0,4
16708896,2020-06-06,10,5,2,2,1
16708953,2020-03-01,54,1,0,1,0
16708953,2020-03-08,137,5,1,2,2
16708953,2020-04-10,8,1,0,1,0
16708953,2020-06-27,4,2,0,0,2
16708980,2020-01-11,1,1,0,0,1
16708980,2020-01-18,3,2,0,0,2
16708980,2020-01-21,7,5,0,0,5
16708980,2020-02-11,3,1,0,0,1
16708980,2020-02-23,1,1,0,0,1
16708983,2020-03-02,54,11,2,0,9
16708983,2020-03-25,10,5,0,0,5
16708983,2020-03-27,13,6,0,1,5
16708983,2020-06-24,8,2,0,0,2
16709036,2020-01-03,2,2,0,0,2
16709036,2020-01-04,2,2,0,0,2
16709036,2020-01-28,9,4,0,0,4
16709036,2020-02-02,10,4,0,0,4
16709036,2020-02-12,1,1,0,0,1
16709036,2020-02-29,6,2,0,0,2
16709036,2020-03-03,5,4,1,0,3
16709036,2020-03-04,3,2,0,0,2
16709036,2020-04-16,4,2,0,0,2
16709036,2020-05-03,0,1,0,0,1
16709036,2020-05-13,1,2,0,0,2
16709124,2020-01-12,47,7,1,1,6
16709124,2020-02-16,82,8,0,1,7
16709124,2020-02-29,80,18,1,1,16
16709124,2020-03-04,7,3,0,0,3
16709226,2020-01-04,28,5,0,1,4
16709226,2020-02-05,32,1,0,0,1
16709226,2020-02-16,48,3,0,1,2
16709226,2020-05-16,6,3,0,0,3
16715891,2020-02-07,6,2,0,0,2
16715891,2020-05-05,2,1,0,0,1
16715891,2020-06-05,14,5,0,0,5
16715912,2020-01-24,85,13,0,0,13
16715912,2020-02-14,31,8,0,0,8
16715912,2020-04-21,1,1,0,0,1
16715912,2020-05-09,3,2,0,0,2
16715912,2020-06-07,2,2,0,0,2
16716129,2020-06-05,9,6,0,1,5
16716129,2020-06-27,2,2,1,0,1
16716130,2020-01-03,23,8,2,3,3
16716130,2020-01-18,22,5,0,1,4
16716130,2020-01-23,132,14,2,2,10
16716130,2020-02-19,39,8,2,2,4
16716130,2020-05-28,2,1,0,0,1
16716130,2020-06-12,16,5,0,0,5
16716130,2020-06-24,6,5,0,0,5
16716374,2020-02-06,10,2,0,0,2
16716374,2020-02-11,1,1,0,1,0
16716374,2020-02-22,5,2,1,1,0
16716502,2020-03-12,4,2,0,0,2
16716590,2020-02-25,9,5,1,0,4
16716632,2020-01-06,2,2,0,0,2
16716632,2020-01-09,2,2,0,0,2
16716632,2020-01-21,9,7,1,0,6
16716632,2020-03-02,9,9,0,0,9
16716632,2020-06-02,4,4,0,0,4
16716632,2020-06-22,2,1,0,0,1
16716714,2020-01-06,3,3,0,0,3
16716714,2020-02-10,7,7,1,0,6
16716714,2020-02-28,4,2,0,0,2
16716733,2020-01-31,8,3,0,0,3
16716733,2020-02-04,3,1,0,0,1
16716733,2020-02-16,16,7,0,3,4
16716887,2020-01-07,4,2,1,0,1
16716887,2020-01-27,3,3,0,0,3
16716887,2020-03-09,2,2,0,0,2
16716887,2020-03-14,1,1,0,0,1
16716887,2020-03-15,3,3,1,0,2
16716887,2020-05-15,1,1,1,0,0
16716887,2020-06-08,2,2,0,0,2
16716924,2020-01-31,2,1,0,0,1
16717272,2020-01-14,5,1,0,0,1
16717272,2020-01-29,5,2,1,0,1
16717272,2020-04-15,2,1,0,0,1
16717272,2020-06-02,11,4,1,2,2
16718013,2020-03-12,2,2,0,0,2
16718013,2020-03-14,2,1,0,0,1
16718013,2020-06-12,8,4,0,0,4
16718060,2020-01-22,83,10,0,1,9
16718060,2020-02-11,38,11,4,1,6
16718060,2020-03-24,1,1,0,0,1
16718060,2020-04-28,3,2,0,1,1
16718060,2020-05-07,4,2,1,0,1
16718060,2020-05-19,31,10,1,2,7
16718145,2020-04-23,8,10,0,1,9
16718145,2020-05-07,6,5,0,0,5
16718145,2020-06-18,20,10,1,2,7
16718577,2020-01-25,3,1,0,0,1
16718645,2020-01-01,10,6,0,0,6
16718666,2020-01-21,2,1,0,1,0
16718666,2020-02-06,2,2,0,1,1
16718707,2020-02-20,3,1,0,0,1
16719137,2020-02-12,4,1,0,0,1
16719137,2020-02-23,8,2,1,0,1
16719137,2020-03-03,6,3,1,1,1
16727079,2020-01-14,21,3,0,0,3
16727079,2020-01-18,204,5,0,0,5
16727079,2020-01-24,53,7,0,0,7
16727079,2020-02-16,43,10,0,1,9
16727775,2020-01-19,22,1,1,0,0
16727899,2020-02-14,49,14,1,0,13
16727899,2020-02-24,30,4,0,0,4
16727899,2020-05-13,5,5,2,0,3
16728300,2020-01-23,7,2,0,0,2
16728300,2020-02-03,7,2,0,0,2
16728856,2020-01-23,4,2,0,0,2
16728856,2020-02-15,6,2,0,0,2
16728856,2020-04-24,4,1,0,1,0
16729683,2020-01-22,2,1,0,0,1
16729683,2020-01-27,25,2,1,0,1
16729683,2020-02-18,4,1,0,0,1
16730485,2020-03-07,5,2,0,0,2
16730674,2020-01-05,24,7,1,0,6
16730674,2020-01-10,21,5,0,0,5
16730674,2020-02-01,124,9,0,0,9
16730674,2020-06-07,1,1,0,0,1
16730843,2020-01-28,21,2,0,0,2
16730843,2020-02-22,78,1,0,0,1
16731564,2020-01-23,13,2,0,0,2
16731564,2020-02-12,9,2,0,0,2
16731564,2020-02-24,3,1,0,0,1
16731564,2020-02-27,4,1,0,0,1
16731564,2020-06-12,12,1,0,0,1
16731593,2020-01-18,7,4,0,1,3
16731593,2020-01-27,19,5,0,0,5
16731593,2020-02-14,17,4,1,1,2
16731593,2020-02-24,15,5,0,0,5
16731593,2020-03-02,4,1,0,0,1
16766017,2020-01-04,9,4,1,0,3
16766017,2020-02-27,69,8,1,1,6
16766333,2020-01-12,104,5,0,0,5
16766333,2020-01-23,13,7,1,0,6
16766333,2020-03-07,11,1,0,0,1
16766853,2020-06-17,4,3,1,1,1
16767144,2020-01-15,3,3,0,0,3
16767202,2020-01-24,4,1,0,0,1
16767202,2020-02-04,74,2,0,0,2
16767327,2020-01-30,8,2,0,0,2
16767327,2020-03-20,2,1,0,0,1
16767694,2020-06-12,1,1,0,0,1
16768214,2020-02-29,55,17,1,0,16
16768214,2020-04-13,10,9,0,0,9
16768214,2020-05-11,5,5,0,0,5
16768214,2020-05-13,10,8,0,0,8
16768412,2020-03-13,4,2,0,0,2
16768412,2020-03-31,3,3,0,0,3
16768412,2020-05-13,1,1,0,0,1
16768412,2020-06-24,5,4,0,0,4
16772491,2020-02-06,12,7,1,0,6
16772491,2020-02-18,6,5,0,1,4
16772491,2020-02-24,106,3,0,0,3
16772491,2020-03-07,11,6,0,0,6
16772491,2020-03-10,3,3,0,0,3
16772491,2020-03-13,7,5,0,0,5
16772491,2020-06-02,1,1,0,0,1
16772491,2020-06-15,3,2,0,0,2
16772557,2020-01-28,3,2,0,0,2
16772557,2020-02-02,52,9,0,3,6
16772557,2020-04-26,5,2,0,0,2
16772557,2020-05-03,7,3,0,0,3
16772557,2020-05-04,9,3,1,1,1
16772557,2020-05-05,7,5,0,0,5
16772557,2020-06-16,12,2,0,0,2
16772693,2020-02-11,20,4,0,1,3
16772693,2020-02-20,19,2,0,2,0
16772883,2020-01-26,13,4,0,0,4
16772883,2020-02-07,5,1,0,0,1
16772883,2020-02-22,6,1,0,1,0
16772941,2020-02-21,3,3,0,0,3
16772941,2020-02-25,5,3,0,0,3
16772941,2020-03-03,4,1,0,0,1
16772941,2020-05-15,1,1,0,0,1
16772957,2020-01-15,50,14,0,1,13
16772957,2020-01-22,49,9,0,0,9
16772957,2020-01-30,21,16,0,0,16
16772957,2020-03-11,7,6,0,0,6
16772957,2020-06-24,4,4,0,0,4
16772971,2020-01-07,2,1,0,0,1
16772971,2020-01-18,3,1,0,0,1
16772971,2020-01-30,10,6,0,0,6
16772971,2020-02-10,9,7,0,2,5
16772971,2020-02-26,9,7,0,0,7
16772971,2020-04-02,2,1,0,0,1
16773288,2020-01-20,2,1,0,0,1
16773288,2020-01-29,3,2,0,0,2
16773288,2020-03-07,4,1,0,0,1
16773288,2020-05-24,6,2,0,0,2
16773288,2020-06-25,4,1,0,0,1
16773325,2020-02-24,3,2,1,0,1
16774026,2020-01-10,11,1,0,0,1
16774026,2020-01-20,17,1,0,0,1
16774026,2020-04-14,21,2,0,0,2
16774026,2020-06-24,2,1,0,0,1
16774785,2020-01-01,34,10,2,1,7
16774785,2020-02-10,2,2,0,0,2
16774785,2020-02-14,2,2,0,0,2
16774785,2020-03-04,3,2,0,0,2
16774785,2020-04-13,2,2,0,0,2
16774785,2020-04-22,4,3,1,0,2
16774785,2020-05-18,3,2,0,0,2
16775022,2020-02-29,2,2,0,0,2
16775164,2020-02-04,20,17,2,0,15
16775164,2020-02-13,17,14,2,0,12
16775164,2020-02-15,7,2,0,0,2
16775164,2020-02-22,2,2,0,1,1
16775164,2020-03-21,7,5,1,0,4
16775164,2020-05-13,6,1,0,0,1
16775164,2020-06-26,6,4,1,0,3
16775427,2020-01-01,11,7,0,0,7
16775427,2020-02-19,1,1,0,0,1
16775427,2020-02-24,5,3,0,0,3
16779394,2020-02-10,17,7,1,0,6
16779394,2020-03-12,7,3,0,0,3
16779477,2020-01-22,3,2,0,0,2
16780264,2020-02-19,11,5,1,1,3
16780264,2020-02-22,20,9,0,0,9
16780264,2020-06-24,2,2,0,0,2
16781413,2020-01-12,10,11,1,0,10
16781413,2020-01-21,13,12,0,0,12
16781413,2020-01-26,31,14,1,0,13
16781471,2020-02-22,6,3,0,0,3
16781471,2020-03-09,3,2,0,0,2
16781471,2020-03-28,1,1,0,0,1
16781471,2020-04-18,1,1,0,0,1
16781471,2020-05-27,1,1,0,0,1
16781471,2020-06-05,1,1,0,0,1
16781507,2020-02-05,4,2,0,1,1
16781507,2020-03-09,3,3,0,0,3
16781554,2020-02-20,7,2,0,0,2
16781554,2020-05-14,4,3,0,0,3
16781569,2020-02-14,4,2,0,0,2
16781604,2020-01-17,4,2,0,0,2
16781604,2020-02-13,4,1,0,0,1
16781604,2020-03-02,10,7,0,0,7
16781604,2020-03-13,3,1,0,0,1
16781604,2020-06-10,2,1,0,0,1
16781705,2020-01-11,3,1,0,1,0
16781705,2020-02-03,17,5,0,0,5
16781705,2020-02-28,8,2,0,0,2
16781705,2020-03-04,3,2,0,0,2
16781881,2020-03-05,1,1,0,0,1
16781887,2020-01-01,140,3,1,1,1
16781887,2020-01-24,18,2,0,0,2
16782090,2020-02-24,15,6,2,0,4
16782235,2020-01-13,19,6,1,0,5
16782300,2020-01-27,7,2,0,0,2
16782300,2020-06-09,2,1,0,0,1
16782495,2020-01-04,3,1,0,0,1
16782495,2020-02-04,8,5,2,0,3
16782495,2020-02-06,12,4,0,0,4
16782495,2020-02-26,9,6,1,0,5
16782495,2020-03-14,15,3,0,0,3
16782495,2020-03-21,6,3,0,0,3
16782815,2020-01-01,55,7,0,3,4
16782815,2020-01-18,21,7,0,1,6
16782815,2020-02-28,5,5,0,1,4
16782815,2020-03-08,5,5,2,0,3
16782815,2020-04-05,1,1,0,0,1
16782815,2020-04-23,1,1,0,0,1
16782815,2020-06-14,2,3,0,1,2
16782815,2020-06-25,3,1,0,0,1
16787926,2020-03-26,1,1,0,0,1
16787987,2020-01-05,63,1,0,0,1
16787987,2020-01-27,23,5,0,0,5
16787987,2020-03-05,12,3,0,0,3
16787987,2020-03-20,6,2,0,1,1
16787987,2020-06-11,1,1,0,0,1
16788151,2020-01-15,12,1,0,0,1
16788518,2020-01-23,3,3,0,0,3
16788518,2020-01-27,7,7,4,0,3
16788592,2020-02-05,1,2,0,0,2
16788592,2020-02-09,3,2,0,0,2
16788592,2020-06-08,1,1,0,0,1
16788957,2020-02-15,1,1,0,0,1
16789724,2020-01-15,16,1,0,0,1
16789724,2020-01-16,27,4,0,0,4
16789724,2020-01-21,14,1,0,0,1
16789724,2020-01-24,11,4,0,0,4
16789724,2020-02-08,4,1,0,0,1
16789724,2020-02-27,17,7,0,0,7
16789724,2020-03-02,9,3,0,0,3
16789724,2020-03-12,7,4,0,0,4
16789815,2020-01-28,18,1,0,0,1
16789815,2020-02-09,9,4,1,1,2
16789815,2020-03-23,5,4,0,0,4
16789815,2020-04-13,7,1,0,0,1
16789815,2020-05-27,2,2,0,0,2
16789997,2020-01-03,7,5,0,0,5
16789997,2020-01-29,5,4,0,0,4
16789997,2020-06-28,1,1,0,0,1
16790027,2020-04-07,4,1,0,0,1
16790027,2020-06-16,10,2,0,0,2
16790161,2020-02-28,7,5,0,0,5
16790229,2020-03-10,2,2,0,0,2
16790787,2020-01-28,39,10,0,1,9
16790925,2020-03-31,6,3,0,0,3
16790925,2020-05-05,2,1,0,0,1
16790925,2020-06-24,2,1,0,0,1
16791168,2020-01-27,10,3,1,0,2
16791271,2020-05-21,3,3,0,0,3
16791271,2020-06-21,3,2,0,0,2
16796615,2020-01-18,12,6,1,0,5
16796615,2020-02-13,58,2,0,0,2
16796615,2020-02-28,17,5,1,1,3
16796615,2020-05-01,3,2,0,0,2
16796615,2020-06-02,6,2,1,0,1
16796615,2020-06-09,3,1,1,0,0
16796631,2020-02-03,16,8,1,0,7
16796973,2020-05-31,32,11,1,1,9
16797047,2020-01-11,18,4,0,0,4
16797430,2020-01-01,241,5,1,1,3
16797430,2020-01-05,9,3,1,0,2
16797430,2020-01-14,3,1,0,0,1
16797430,2020-01-29,8,4,1,0,3
16797430,2020-02-28,10,2,1,0,1
16797430,2020-03-04,8,6,0,1,5
16797430,2020-03-12,9,7,0,1,6
16797467,2020-01-16,24,4,0,0,4
16797504,2020-01-21,2,1,0,0,1
16797560,2020-01-21,1,1,0,0,1
16797560,2020-02-21,3,1,0,1,0
16797560,2020-06-08,2,1,0,0,1
16797566,2020-02-12,5,3,0,0,3
16798603,2020-01-12,6,3,0,0,3
16798603,2020-01-27,8,3,0,0,3
16799166,2020-01-21,7,1,0,0,1
16799166,2020-01-25,13,2,0,0,2
16799166,2020-02-11,8,5,0,1,4
16799166,2020-02-12,16,9,1,0,8
16799166,2020-02-14,9,3,0,0,3
16799166,2020-02-17,10,5,0,0,5
16799166,2020-03-10,6,4,0,0,4
16799754,2020-01-03,3,2,0,0,2
16799754,2020-02-26,2,1,0,0,1
16799754,2020-03-12,2,2,0,0,2
16799754,2020-03-19,1,1,0,0,1
16799754,2020-06-04,5,4,0,0,4
16799861,2020-04-12,1,1,0,1,0
16799861,2020-05-08,10,4,0,0,4
16800229,2020-01-26,18,12,2,0,10
16800229,2020-03-09,6,6,0,0,6
16800340,2020-01-17,14,6,0,0,6
16800340,2020-01-24,32,4,0,0,4
16800340,2020-02-12,18,4,0,0,4
16800340,2020-02-18,47,2,0,0,2
16800340,2020-02-24,13,4,0,0,4
16800425,2020-03-02,8,1,0,1,0
16800425,2020-03-07,25,2,0,1,1
16800425,2020-03-16,7,3,0,0,3
16800425,2020-05-13,4,1,0,0,1
16800475,2020-01-21,5,4,0,0,4
16800475,2020-01-25,12,4,0,0,4
16800475,2020-02-12,10,2,0,0,2
16800523,2020-01-17,33,4,0,0,4
16800523,2020-01-23,35,8,2,1,5
16800523,2020-02-16,106,3,1,0,2
16800523,2020-03-13,9,1,0,0,1
16835117,2020-02-14,111,5,1,0,4
16835117,2020-02-28,41,3,0,0,3
16835117,2020-06-20,10,2,0,1,1
16836028,2020-02-22,12,1,0,0,1
16836179,2020-01-07,5,1,0,0,1
16836860,2020-01-25,23,3,0,1,2
16836860,2020-01-30,31,3,0,1,2
16836995,2020-03-01,190,21,8,2,11
16836995,2020-05-13,6,3,0,0,3
16836995,2020-05-30,156,13,0,3,10
16837407,2020-01-18,68,16,2,0,14
16837407,2020-02-11,6,5,0,0,5
16837407,2020-06-26,5,4,0,0,4
16837593,2020-02-19,10,4,0,0,4
16837593,2020-04-02,4,2,0,0,2
16837593,2020-04-08,3,1,0,0,1
16842226,2020-01-07,8,3,0,0,3
16842226,2020-01-09,29,3,0,0,3
16842226,2020-01-29,58,6,0,0,6
16842226,2020-02-15,80,12,3,0,9
16842226,2020-06-03,12,10,0,0,10
16842330,2020-01-01,18,1,0,0,1
16842330,2020-02-16,10,3,1,0,2
16842484,2020-01-03,2,2,1,0,1
16842484,2020-01-05,5,5,1,2,2
16843087,2020-01-24,5,4,2,0,2
16843087,2020-01-31,16,6,0,0,6
16843087,2020-02-28,6,2,0,0,2
16843685,2020-01-14,22,8,1,2,5
16843685,2020-02-07,7,3,1,1,1
16843685,2020-03-01,12,1,0,1,0
16844181,2020-02-11,15,3,1,0,2
16844181,2020-02-13,22,4,0,0,4
16844181,2020-03-09,5,4,0,1,3
16844181,2020-06-18,4,1,0,0,1
16844181,2020-06-19,3,2,0,0,2
16844352,2020-01-29,29,4,0,0,4
16844352,2020-02-15,83,6,1,4,1
16844352,2020-06-05,22,4,0,0,4
16844409,2020-01-18,57,1,0,0,1
16844409,2020-01-24,22,1,0,0,1
16844409,2020-01-27,34,3,0,0,3
16844409,2020-03-02,20,7,0,3,4
16844409,2020-03-08,109,5,0,1,4
16844409,2020-03-09,16,3,1,0,2
16844409,2020-05-05,2,3,1,1,1
16844569,2020-02-04,18,3,0,0,3
16844569,2020-02-08,28,4,0,1,3
16844569,2020-02-24,9,3,0,0,3
16844732,2020-05-03,3,2,0,1,1
16844732,2020-05-21,3,2,0,0,2
16844732,2020-05-25,1,1,0,0,1
16844758,2020-01-11,9,3,0,0,3
16844758,2020-05-03,3,3,0,0,3
16844758,2020-05-06,3,1,0,0,1
16844758,2020-05-29,4,3,0,0,3
16844758,2020-06-14,1,2,0,0,2
16844954,2020-01-11,1,1,0,0,1
16844981,2020-01-29,32,6,2,0,4
16844981,2020-02-05,14,3,0,0,3
16844981,2020-02-07,24,9,1,2,6
16844981,2020-02-08,107,10,1,0,9
16844981,2020-02-09,29,5,0,1,4
16844981,2020-02-11,12,6,0,1,5
16844981,2020-02-15,30,1,0,0,1
16844981,2020-02-25,8,2,0,0,2
16845015,2020-01-16,8,5,0,2,3
16845015,2020-02-16,10,3,0,0,3
16845015,2020-02-24,2,1,0,0,1
16845015,2020-04-29,4,3,0,0,3
16845015,2020-05-21,5,4,0,0,4
16845015,2020-06-06,5,2,1,0,1
16845015,2020-06-10,4,2,0,0,2
